id,clave,descripcion,unidad,cantidad,tipo,caracteristicas,controlado,red frio,fecha,consejo,focales,atc,estatus
642,010000340900,Colchicina. Tableta. Cada tableta contiene: Colchicina 1 mg Envase con 30 Tabletas.,ENV,30,TAB,,0,0,28/02/2020,,,,
643,010000341200,Indometacina. Supositorio Cada Supositorio contiene: Indometacina 100 mg Envase con 6 Supositorios,ENV,6,SUP,,0,0,28/02/2020,,,,
644,010000341201,Indometacina. Supositorio Cada Supositorio contiene: Indometacina 100 mg Envase con 15 Supositorios.,ENV,15,SUP,,0,0,28/02/2020,,,,
645,010000341300,Indometacina. Cápsula Cada Cápsula contiene: Indometacina 25 mg Envase con 30 Cápsulas.,ENV,30,CAP,,0,0,28/02/2020,,,,
646,010000341500,Piroxicam. Cápsula o Tableta Cada Cápsula o Tableta contiene: Piroxicam 20 mg Envase con 20 Cápsulas o Tabletas.,ENV,20,C.T.,,0,0,28/02/2020,,,,
647,010000341700,Diclofenaco. Cápsula o gragea de liberación prolongada. Cada gragea contiene: Diclofenaco sódico 100 mg Envase con 20 Cápsulas o Grageas.,ENV,20,C.G.,,0,0,28/02/2020,,,,
648,010000341900,Naproxeno. Suspensión Oral Cada 5 ml contienen: Naproxeno 125 mg Envase con 100 ml.,ENV,100,ML,,0,0,28/02/2020,,,,
649,010000342100,Meloxicam. Suspensión Oral Cada 100 ml contienen: Meloxicam 0.150 g Envase con 40 ml y pipeta dosificadora de 5 ml.,ENV,1,PZA,,0,0,28/02/2020,,,,
650,010000342200,Ketorolaco solucion inyectable cada frasco ámpula o ampolleta contiene: ketorolaco-trometamina 30 mg envase con 3 frascos ámpula o 3 ampolletas de 1 ml.,ENV,3,F.A.,,0,0,28/02/2020,,,,
651,010000342300,Meloxicam. Tableta Cada Tableta contiene: Meloxicam 15 mg Envase con 10 Tabletas,ENV,10,TAB,,0,0,28/02/2020,,,,
652,010000343200,Dexametasona. Tableta. Cada tableta contiene dexametasona 0.5 mg Envase con 30 Tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
653,010000343300,Metilprednisolona. Suspensión Inyectable Cada ml contiene: Acetato de Metilprednisolona 40 mg Un frasco ámpula con 2 ml.,ENV,1,F.A.,,NO,NO,28/02/2020,Metabolismo,,,Incluido
654,010000344300,Orfenadrina. Solución Inyectable Cada ampolleta contiene: Citrato de orfenadrina 60 mg Envase con 6 ampolletas de 2 ml.,ENV,6,AMP,,0,0,28/02/2020,,,,
655,010000344400,Metocarbamol. Tableta Cada Tableta contiene: Metocarbamol 400 mg Envase con 30 Tabletas.,ENV,30,TAB,,0,0,28/02/2020,,,,
656,010000345100,Alopurinol. Tableta. Cada tableta contiene: alopurinol 300 mg. Envase con 20 tabletas.,ENV,20,TAB,,0,0,28/02/2020,,,,
657,010000345300,Probenecid. Tableta Cada Tableta contiene: Probenecid 500 mg Envase con 50 Tabletas.,ENV,50,TAB,,0,0,28/02/2020,,,,
658,010000346100,Azatioprina. Tableta Cada Tableta contiene: Azatioprina 50 mg Envase con 50 Tabletas.,ENV,50,TAB,,0,0,28/02/2020,,,,
659,010000350300,Noretisterona. Solución inyectable oleosa. Cada ampolleta contiene: Enantato de noretisterona 200 mg Envase con una ampolleta de 1 ml.,ENV,1,AMP,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
660,010000350400,Levonorgestrel y etinilestradiol. Gragea Cada Gragea contiene: Levonorgestrel 0.15 mg Etinilestradiol 0.03 mg Envase con 21 Grageas.,ENV,21,GRA,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
661,010000350500,Desogestrel y etinilestradiol. Tableta. Cada tableta contiene: Desogestrel 0.15 mg. Etinilestradiol 0.03 mg. Envase con 21 Tabletas.,CJA,21,TAB,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
662,010000350600,Noretisterona y etinilestradiol. Tableta o Gragea Cada Tableta o Gragea contiene: Norestisterona 0.400 mg Etinilestradiol 0.035 mg Envase con 28 Tabletas o Grageas. (21 Tabletas con hormonales y 7 sin hormonales),ENV,28,T.G.,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
663,010000350700,Levonorgestrel y etinilestradiol. Gragea Cada Gragea contiene: Levonorgestrel 0.15 mg Etinilestradiol 0.03 mg Envase con 28 Grageas. (21 con hormonales y 7 sin hormonales),ENV,28,GRA,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
664,010000350800,Desogestrel y etinilestradiol. Tableta. Cada tableta contiene: Desogestrel 0.15 mg. Etinilestradiol 0.03 mg. Envase con 28 Tabletas. (21 con hormonales y 7 sin hormonales).,ENV,28,TAB,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
665,010000350900,Medroxiprogesterona y cipionato de estradiol. Suspensión Inyectable Cada ampolleta o jeringa contiene: Acetato de Medroxiprogesterona 25 mg Cipionato de estradiol 5 mg Envase con una ampolleta o jeringa prellenada de 0.5 ml.,ENV,1,AMP,,NO,< 25° C,28/02/2020,Planificación familiar,,,Incluido
666,010000351000,Etonogestrel. Implante El Implante contiene: Etonogestrel 68.0 mg Envase con un Implante y aplicador.,ENV,1,JGO,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
667,010000351100,Norelgestromina-etinilestradiol. Parche. Cada parche contiene: Norelgestromina 6.00 mg Etinilestradiol 0.60 mg Envase con 3 Parches..,ENV,3,PCH,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
668,010000351500,Noretisterona y estradiol. Solución Inyectable Cada ampolleta o jeringa contiene: Enantato de noretisterona 50 mg Valerato de estradiol 5 mg Envase con una ampolleta o jeringa con un ml.,ENV,1,AMP,,NO,NO,28/02/2020,Planificación familiar,,,Incluido
669,010000360100,Glucosa. Solución Inyectable al 5 % Cada 100 ml contiene: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa Envase con 250 ml. Contiene: Glucosa 12.5 g,ENV,250,ML,,0,0,28/02/2020,,,,
670,010000360300,Glucosa. Solución Inyectable al 5% Cada 100 ml contienen: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa Envase con 1 000 ml. Contiene: Glucosa 50.0 g,ENV,1000,ML,,0,0,28/02/2020,,,,
671,010000360400,Glucosa. Solución Inyectable al 10% Cada 100 ml contienen: Glucosa anhidra o glucosa 10 g ó Glucosa monohidratada equivalente a 10.0 g de glucosa Envase con 500 ml. Contiene: Glucosa 50.0 g,ENV,500,ML,,0,0,28/02/2020,,,,
672,010000360500,Glucosa. Solución Inyectable al 10% Cada 100 ml contienen: Glucosa anhidra o glucosa 10 g ó Glucosa monohidratada equivalente a 10.0 g de glucosa Envase con 1 000 ml. Contiene: Glucosa 100.0 g,ENV,1000,ML,,0,0,28/02/2020,,,,
673,010000360600,Glucosa. Solución Inyectable al 50 % Cada 100 ml contienen: Glucosa anhidra o glucosa 50 g Agua Inyectable 100 ml o Glucosa monohidratada equivalente a 50 g de glucosa Envase con 250 ml. Contiene: Glucosa 125 g,ENV,250,ML,,0,0,28/02/2020,,,,
674,010000360700,Glucosa. Solución Inyectable al 50 % Cada 100 ml contienen: Glucosa anhidra o glucosa 50 g ó Glucosa monohidratada equivalente a 50.0 g de glucosa Envase con 50 ml. Contiene: Glucosa 25.0 g,ENV,50,ML,,0,0,28/02/2020,,,,
675,010000360800,Cloruro de sodio. Solución Inyectable al 0.9%. Cada 100 ml contienen: Cloruro de sodio 0.9 g Agua Inyectable 100 ml Envase con 250 ml. Contiene: Sodio 38.5 mEq. Cloruro 38.5 mEq.,ENV,250,ML,,0,0,28/02/2020,,,,
676,010000360900,Cloruro de sodio. Solución Inyectable al 0.9%. Cada 100 ml contienen: Cloruro de sodio 0.9 g Agua Inyectable 100 ml Envase con 500 ml. Contiene: Sodio 77 mEq. Cloruro 77 mEq.,ENV,500,ML,,0,0,28/02/2020,,,,
677,010000361000,Cloruro de sodio. Solución Inyectable al 0.9%. Cada 100 ml contienen: Cloruro de sodio 0.9 g Agua Inyectable 100 ml Envase con 1 000 ml. Contiene: Sodio 154 mEq. Cloruro 154 mEq.,ENV,1000,ML,,0,0,28/02/2020,,,,
678,010000361100,Cloruro de sodio y glucosa. Solución Inyectable Cada 100 ml contienen: Cloruro de sodio 0.9 g Glucosa anhidra o glucosa 5.0 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa Envase con 250 ml. Contiene: Sodio 38.5 mEq Cloruro 38.5 mEq Glucosa 12.5 g,ENV,250,ML,,0,0,28/02/2020,,,,
679,010000361200,Cloruro de sodio y glucosa. Solución Inyectable Cada 100 ml contienen: Cloruro de sodio 0.9 g Glucosa anhidra o glucosa 5.0 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa Envase con 500 ml. Contiene: Sodio 77 mEq Cloruro 77 mEq Glucosa 25 g,ENV,500,ML,,0,0,28/02/2020,,,,
680,010000361300,Cloruro de sodio y glucosa. Solución Inyectable Cada 100 ml contienen: Cloruro de sodio 0.9 g Glucosa anhidra o glucosa 5.0 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa. Envase con 1 000 ml. Contiene: Sodio 154.0 mEq Cloruro 154.0 mEq Glucosa 50.0 g,ENV,1000,ML,,0,0,28/02/2020,,,,
681,010000361400,Solución hartmann. Solución Inyectable Cada 100 ml contienen: Cloruro de sodio 0.600 g Cloruro de potasio 0.030 g Cloruro de calcio dihidratado 0.020 g Lactato de sodio 0.310 g Envase con 250 ml. Miliequivalentes por litro: Sodio 130 Potasio 4 Calcio 2.72-3 Cloruro 109 Lactato 28,ENV,250,ML,,0,0,28/02/2020,,,,
682,010000361500,Solución hartmann. Solución Inyectable Cada 100 ml contienen: Cloruro de sodio 0.600 g Cloruro de potasio 0.030 g Cloruro de calcio dihidratado 0.020 g Lactato de sodio 0.310 g Envase con 500 ml. Miliequivalentes por litro: Sodio 130 Potasio 4 Calcio 2.72.-3 Cloruro 109 Lactato 28,ENV,500,ML,,0,0,28/02/2020,,,,
683,010000361600,Solución hartmann. Solución Inyectable Cada 100 ml contienen: Cloruro de sodio 0.600 g Cloruro de potasio 0.030 g Cloruro de calcio dihidratado 0.020 g Lactato de sodio 0.310 g Envase con 1000 ml Miliequivalentes por litro: Sodio 130 Potasio 4 Calcio 2.72-3 Cloruro 109 Lactato 28,ENV,1000,ML,,0,0,28/02/2020,,,,
684,010000361700,Fosfato de potasio. Solución Inyectable. Cada ampolleta contiene: Fosfato de potasio dibásico 1.550 g Fosfato de potasio monobásico 0.300 g (Potasio 20 mEq) (Fosfato 20 mEq) Envase con 50 ampolletas con 10 ml,ENV,50,AMP,,0,0,28/02/2020,,,,
685,010000361800,Bicarbonato de sodio. Solución Inyectable al 7.5% Cada frasco ámpula contiene: Bicarbonato de sodio 3.75 g Envase con frasco ámpula de 50 ml. El envase con 50 ml contiene: Bicarbonato de sodio 44.5 mEq,ENV,1,F.A.,,0,0,28/02/2020,,,,
686,010000361900,Bicarbonato de sodio. Solución Inyectable al 7.5% Cada ampolleta contiene: Bicarbonato de sodio 0.75 g Envase con 50 ampolletas de 10 ml. Cada ampolleta con 10 ml contiene: Bicarbonato de sodio 8.9 mEq,ENV,50,AMP,,0,0,28/02/2020,,,,
687,010000362000,Gluconato de calcio. Solución Inyectable Cada ampolleta contiene: Gluconato de calcio 1 g equivalente a 0.093 g de calcio ionizable. Envase con 50 ampolletas de 10 ml,ENV,50,AMP,,0,0,28/02/2020,,,,
688,010000362001,Gluconato de calcio. Solución Inyectable Cada ampolleta contiene: Gluconato de calcio 1 g equivalente a 0.093 g de calcio ionizable. Envase con 100 ampolletas de 10 ml,ENV,100,AMP,,0,0,28/02/2020,,,,
689,010000362200,Electrolitos Orales. Polvo (Fórmula de osmolaridad Baja) Cada sobre con polvo contiene: Glucosa anhidra o glucosa 13.5 g Cloruro de potasio 1.5 g Cloruro de sodio 2.6 g Citrato trisódico dihidratado 2.9 g Envase con 20.5 g,ENV,20.5,GR.,,0,0,28/02/2020,,,,
690,010000362300,Electrolitos Orales. Solución Cada sobre con polvo contiene: Glucosa 20.0 g Cloruro de potasio 1.5 g Cloruro de sodio 3.5 g Citrato trisódico dihidratado 2.9 g Envase con 27.9 g,ENV,27.9,GR.,,0,0,28/02/2020,,,,
691,010000362400,Glucosa. Solución Inyectable al 5% Cada 100 ml contienen: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa. Envase con 50 ml. Contiene: Glucosa 2.5 g,ENV,50,ML,,0,0,28/02/2020,,,,
692,010000362500,Glucosa. Solución Inyectable al 5% Cada 100 ml contienen: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa. Envase con 100 ml. Contiene: Glucosa 5.0 g,ENV,100,ML,,0,0,28/02/2020,,,,
693,010000362600,Cloruro de sodio. Solución Inyectable al 0.9%. Cada 100 ml contienen: Cloruro de sodio 0.9 g Agua Inyectable 100 ml Envase con 50 ml.,ENV,50,ML,,0,0,28/02/2020,,,,
694,010000362700,Cloruro de sodio. Solución Inyectable al 0.9%. Cada 100 ml contienen: Cloruro de sodio 0.9 g Agua Inyectable 100 ml Envase con 100 ml.,ENV,100,ML,,0,0,28/02/2020,,,,
695,010000362900,Magnesio sulfato de. Solución Inyectable Cada ampolleta contiene: Sulfato de magnesio 1g (Magnesio 8.1 mEq sulfato 8.1 mEq) Envase con 100 ampolletas de 10 ml con 1 g (100 mg/1 ml).,ENV,100,AMP,,0,0,28/02/2020,,,,
696,010000363000,Glucosa. Solución Inyectable al 5 % Cada 100 ml contiene: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5.0 g de glucosa. Envase con 500 ml. Contiene: Glucosa 25.0 g,ENV,500,ML,,0,0,28/02/2020,,,,
697,010000363100,Glucosa. Solución Inyectable al 5% Cada 100 ml contienen: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5 g de glucosa Envase con bolsa de 50 ml y adaptador para vial,ENV,50,ML,,0,0,28/02/2020,,,,
698,010000363200,Glucosa. Solución Inyectable al 5% Cada 100 ml contienen: Glucosa anhidra o glucosa 5 g ó Glucosa monohidratada equivalente a 5 g de glucosa Envase con bolsa de 100 ml y adaptador para vial.,ENV,100,ML,,0,0,28/02/2020,,,,
699,010000363300,Cloruro de sodio. Solución Inyectable. Cada 100 ml contienen: Cloruro de sodio 900 mg Agua Inyectable 100 ml Envase con bolsa de 50 ml y adaptador para vial.,ENV,50,ML,,0,0,28/02/2020,,,,
700,010000363400,Cloruro de sodio. Solución Inyectable. Cada 100 ml contienen: Cloruro de sodio 900 mg Agua Inyectable 100 ml Envase con bolsa de 100 ml y adaptador para vial.,ENV,100,ML,,0,0,28/02/2020,,,,
701,010000366100,Poligelina. Solución Inyectable Cada 100 ml contienen: Poligelina 3.5 g Envase con 500 ml con o sin equipo para su administración.,ENV,500,ML,,0,0,28/02/2020,,,,
702,010000366200,Seroalbúmina humana o albúmina humana. Solución Inyectable Cada envase contiene: Seroalbúmina humana o albúmina humana 12.5 g Envase con 50 ml.,ENV,50,ML,,0,0,28/02/2020,,,,
703,010000366300,Almidón. Solución Inyectable al 10%. Cada 100 ml contienen: Poli (o-2 hidroxietil) almidón o pentalmidón o hidroxietil almidón (200/0.5) 10 g Envase con 250 ml.,ENV,250,ML,,0,0,28/02/2020,,,,
704,010000366301,Almidón. Solución Inyectable al 10%. Cada 100 ml contienen: Poli (o-2 hidroxietil) almidón o pentalmidón o hidroxietil almidón (200/0.5) 10 g Envase con 500 ml.,ENV,500,ML,,0,0,28/02/2020,,,,
705,010000366400,Poligelina. Solución Inyectable Cada 100 ml contienen: Polimerizado de Gelatina succinilada degradada 4.0 g Envase con 500 ml,ENV,500,ML,,0,0,28/02/2020,,,,
706,010000366600,Almidón. Solución Inyectable al 6 % Cada 100 ml contienen: Poli (o-2 hidroxietil)-almidón (130000 daltons) o hidroxietil almidón (130/0.4) 6 g Envase con 250 ml.,ENV,250,ML,,0,0,28/02/2020,,,,
707,010000366601,Almidón. Solución Inyectable al 6 % Cada 100 ml contienen: Poli (o-2 hidroxietil)-almidón (130000 daltons) o hidroxietil almidón (130/0.4) 6 g Envase con 500 ml.,ENV,500,ML,,0,0,28/02/2020,,,,
708,010000367100,Cloruro de sodio. Solución Inyectable 0.9% Cada ampolleta de 10 ml contiene: Cloruro de sodio 0.09 g (Sodio 1.54 mEq) (Cloruro 1.54 mEq) Envase con 100 ampolletas de 10 ml.,ENV,100,AMP,,0,0,28/02/2020,,,,
709,010000367300,Agua Inyectable. Solución Inyectable Cada ampolleta contiene: Agua Inyectable 5 ml Envase con 100 ampolletas con 5 ml.,ENV,100,AMP,,0,0,28/02/2020,,,,
710,010000367400,Agua Inyectable. Solución Inyectable Cada ampolleta contiene: Agua Inyectable 10 ml Envase con 100 ampolletas con 10 ml.,ENV,100,AMP,,0,0,28/02/2020,,,,
711,010000367500,Agua Inyectable. Solución Inyectable Cada envase contiene: Agua Inyectable 500 ml Envase con 500 ml.,ENV,500,ML,,0,0,28/02/2020,,,,
712,010000382600,L-ornitina-L-aspartato. Solución Inyectable Cada ampolleta contiene: L-ornitina-L-aspartato 5 g Envase con 5 ampolletas con 10 ml.,ENV,5,AMP,,0,0,28/02/2020,,,,
713,010000383000,L-ornitina L-aspartato. Granulado Cada sobre -contiene: L-ornitina-L-aspartato 3 g Envase con 10 sobres.,ENV,10,SBR,,0,0,28/02/2020,,,,
714,010000383001,L-ornitina L-aspartato. Granulado Cada sobre contiene: L-ornitina-L-aspartato 3 g Envase con 30 sobres.,ENV,30,SBR,,0,0,28/02/2020,,,,
715,010000399900,Colágena-polivinilpirrolidona. Solución Inyectable. Cada mililitro contiene: Colágena- polivinilpirrolidona 141.3 mg equivalente a 8.33 mg de colágena Envase con 1.5 ml.,ENV,1,ENV,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
716,010000399901,Colágena-polivinilpirrolidona. Solución Inyectable. Cada mililitro contiene: Colágena- polivinilpirrolidona 141.3 mg equivalente a 8.33 mg de colágena Envase con 4 ml.,ENV,4,ML,Patentes,NO,NO,28/02/2020,Patentes,,,Incluido
717,010000402300,Rosuvastatina. Tableta Cada Tableta contiene: Rosuvastatina cálcica equivalente a 10 mg de rosuvastatina Envase con 30 Tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
718,010000402400,Ezetimiba. Tableta Cada Tableta contiene: Ezetimiba 10 mg Envase con 7 Tabletas.,ENV,7,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
719,010000402401,Ezetimiba. Tableta Cada Tableta contiene: Ezetimiba 10 mg Envase con 10 Tabletas.,ENV,10,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
720,010000402402,Ezetimiba. Tableta Cada Tableta contiene: Ezetimiba 10 mg Envase con 14 Tabletas.,ENV,14,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
721,010000402403,Ezetimiba. Tableta Cada Tableta contiene: Ezetimiba 10 mg Envase con 21 Tabletas.,ENV,21,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
722,010000402404,Ezetimiba. Tableta Cada Tableta contiene: Ezetimiba 10 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
723,010000402405,Ezetimiba. Tableta Cada Tableta contiene: Ezetimiba 10 mg Envase con 30 Tabletas.,ENV,30,TAB,,NO,NO,28/02/2020,Metabolismo,,,Incluido
724,010000402500,Ezetimiba-simvastatina. Comprimido Cada Comprimido contiene: Ezetimiba 10 mg Simvastatina 20 mg Envase con 14 Comprimidos.,ENV,14,COMP,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
725,010000402501,Ezetimiba-simvastatina. Comprimido Cada Comprimido contiene: Ezetimiba 10 mg Simvastatina 20 mg Envase con 28 Comprimidos.,ENV,28,COMP,,NO,NO,28/02/2020,Metabolismo,,,Eliminado
726,010000402800,Clonixinato de lisina solución inyectable cada ampolleta contiene: clonixinato de lisina 100 mg envase con 5 ampolletas de 2 ml.,ENV,5,AMP,,0,0,28/02/2020,,,,
727,010000403100,Capsaicina crema cada 100 gramos contiene: extracto de oleoresina del capsicum annuuna equivalente a 0.035 g de capsaicina. Envase con 40 g.,ENV,40,GR.,,0,0,28/02/2020,,,,
728,010000403600,Etofenamato solucion inyectable cada ampolleta contiene: etofenamato 1 g envase con una ampolleta de 2 ml.,ENV,1,AMP,,0,0,28/02/2020,,,,
729,010000405500,Bupivacaína. Solución inyectable. Cada ampolleta contiene: Clorhidrato de bupivacaína 15 mg dextrosa anhídra o glucosa anhídra 240 mg ó Glucosa monohidratada equivalente a 240 mg de glucosa anhídra. Envase con 5 ampolletas con 3 ml.,ENV,5,AMP,,0,0,28/02/2020,,,,
730,010000405800,Prilocaína felipresina. Solución Inyectable Cada cartucho dental contiene: Clorhidrato de Prilocaína 54 mg Felipresina 0.054 UI Envase con 1 cartucho con 1.8 ml.,,,,,,,28/02/2020,,,,
731,010000405801,Prilocaína felipresina. Solución Inyectable Cada cartucho dental contiene: Clorhidrato de Prilocaína 54 mg Felipresina 0.054 UI. Envase con 50 cartuchos con 1.8 ml.,ENV,50,CHO,,0,0,28/02/2020,,,,
732,010000405900,Rocuronio bromuro de. Solución Inyectable Cada ampolleta o frasco ámpula contiene: Bromuro de rocuronio 50 mg Envase con 12 ampolletas o frascos ámpula de 5 ml.,ENV,12,AMP,,0,0,28/02/2020,,,,
733,010000406100,Cisatracurio besilato de. Solución InyectableCada ml contiene:Besilato de cisatracurioequivalente a 2 mgde cisatracurioEnvase con 1 ampolleta con 5 ml.,ENV,1,AMP,,0,0,28/02/2020,,,,
734,010000409500,Irbesartán. Tableta Cada Tableta contiene: Irbesartán 150 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
735,010000409600,Irbesartán. Tableta Cada Tableta contiene: Irbesartán 300 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
736,010000409700,Irbesartán-hidroclorotiazida. Tableta Cada Tableta contiene: Irbesartán 150 mg Hidroclorotiazida 12.5 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
737,010000409800,Irbesartán-hidroclorotiazida. Tableta Cada Tableta contiene: Irbesartán 300 mg Hidroclorotiazida 12.5 mg Envase con 28 Tabletas.,ENV,28,TAB,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
738,010000410700,Amiodarona. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de amiodarona 150 mg Envase con 6 ampolletas de 3 ml.,ENV,6,AMP,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
739,010000411000,Amiodarona. Tableta. Cada tableta contiene: Clorhidrato de amiodarona 200 mg. Envase con 20 tabletas.,ENV,20,TAB,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
740,010000411100,Trinitrato de glicerilo. Parche Cada Parche libera: Trinitrato de glicerilo 5 mg/día Envase con 7 Parches..,ENV,7,PZA,,NO,NO,28/02/2020,Cardiovasculares,,,Incluido
741,010000411200,Resina de colestiramina. Polvo. Cada sobre contiene: Resina de colestiramina 4 g Envase con 50 sobres.,ENV,50,SBR,,0,0,28/02/2020,,,,
742,010000411300,Polidocanol. Solución Inyectable Cada ml contiene: Polidocanol 30 mg Envase con un frasco ámpula con 30 ml.,ENV,1,F.A.,,0,0,28/02/2020,,,,
743,010000411400,Trinitrato de glicerilo. Solución Inyectable Cada frasco ámpula contiene: Trinitrato de glicerilo 50 mg Envase con un frasco ámpula de 10 ml.,ENV,1,F.A.,,NO,SI,28/02/2020,Cardiovasculares,,,Incluido
744,010000411700,Pentoxifilina. Tableta o Gragea de Liberación Prolongada Cada Tableta o Gragea contiene: Pentoxifilina 400 mg Envase con 30 Tabletas o Grageas.,ENV,30,T.G.,,NO,NO,28/02/2020,Cardiovasculares,,,Eliminado
